sample_id,rnd_t_0,firm_t_0,tax_t_0,rnd_t_1,firm_t_1,tax_t_1,rnd_t_2,firm_t_2,tax_t_2,rnd_t_3,firm_t_3,tax_t_3,rnd_t_4,firm_t_4,tax_t_4,rnd_t_5,firm_t_5,tax_t_5,rnd_t_6,firm_t_6,tax_t_6,rnd_t_7,firm_t_7,tax_t_7,rnd_t_8,firm_t_8,tax_t_8,rnd_t_9,firm_t_9,tax_t_9,rnd_t_10,firm_t_10,tax_t_10,rnd_t_11,firm_t_11,tax_t_11,rnd_t_12,firm_t_12,tax_t_12,rnd_t_13,firm_t_13,tax_t_13,rnd_t_14,firm_t_14,tax_t_14,rnd_t_15,firm_t_15,tax_t_15,rnd_t_16,firm_t_16,tax_t_16,rnd_t_17,firm_t_17,tax_t_17,rnd_t_18,firm_t_18,tax_t_18,rnd_t_19,firm_t_19,tax_t_19,rnd_t_20,firm_t_20,tax_t_20,rnd_t_21,firm_t_21,tax_t_21,rnd_t_22,firm_t_22,tax_t_22,rnd_t_23,firm_t_23,tax_t_23,rnd_t_24,firm_t_24,tax_t_24,rnd_t_25,firm_t_25,tax_t_25,rnd_t_26,firm_t_26,tax_t_26,rnd_t_27,firm_t_27,tax_t_27,rnd_t_28,firm_t_28,tax_t_28,rnd_t_29,firm_t_29,tax_t_29,rnd_t_30,firm_t_30,tax_t_30,rnd_t_31,firm_t_31,tax_t_31,rnd_t_32,firm_t_32,tax_t_32,rnd_t_33,firm_t_33,tax_t_33,rnd_t_34,firm_t_34,tax_t_34,rnd_t_35,firm_t_35,tax_t_35,rnd_t_36,firm_t_36,tax_t_36,rnd_t_37,firm_t_37,tax_t_37,rnd_t_38,firm_t_38,tax_t_38,rnd_t_39,firm_t_39,tax_t_39,rnd_t_40,firm_t_40,tax_t_40,rnd_t_41,firm_t_41,tax_t_41,rnd_t_42,firm_t_42,tax_t_42,rnd_t_43,firm_t_43,tax_t_43,rnd_t_44,firm_t_44,tax_t_44,rnd_t_45,firm_t_45,tax_t_45,rnd_t_46,firm_t_46,tax_t_46,rnd_t_47,firm_t_47,tax_t_47,rnd_t_48,firm_t_48,tax_t_48,rnd_t_49,firm_t_49,tax_t_49,patents,employment,gdp_growth
0,76.33521070426704,94.54208595237327,46.814066280038176,112.50653670281415,87.69660913442367,76.04363875380706,128.11312278426152,71.01608497411958,67.50858149478147,141.28617067516964,78.76038531406756,42.43137939890041,119.51392852202503,55.42325075491332,30.889736933218245,104.06581678413883,43.958924251784254,31.369410863413048,81.74021022719484,53.16473669997373,53.086493226139744,56.34968053608115,40.05632720562923,65.02423063856321,23.459823780276345,63.52347107892197,63.66479250723244,53.23070276633715,72.33570058242077,52.49603095743017,57.74976471672562,74.77867227837558,40.191452536433346,50.35174893739355,92.07799833407786,35.77075607139884,83.17355124297389,103.98312134325617,49.024151885161345,101.89344648472859,99.04919200547087,65.090896999812,118.28927184518606,95.04478531356723,69.65881210697118,109.78481126634198,72.66865952373558,52.42812623117435,119.02796025301765,83.82347775409197,41.92870897207063,115.29471952504637,39.87886428073565,30.426172474866043,113.04889219511419,40.53789882224651,47.82039049510007,69.53283913234824,46.75507802147668,72.25873145718678,50.807505559439136,45.495104056347344,62.80891926175313,38.57264932144359,78.30314244650435,60.77650144443783,43.5827754061532,90.30957121550615,45.75615977510134,75.06490712401852,92.83643094280052,45.678882460783576,90.36435189735803,91.92408144382182,47.18856221966311,102.96191745317394,80.72399732778864,68.08125601335875,115.10718791550418,76.76724466091608,64.65929142863133,129.56346396312915,75.91289977795883,58.011382780893484,119.98622182383531,55.14781635138557,47.56455766190298,109.26223623271905,43.82704036895687,42.56646443364447,85.15950734641677,47.73859259456656,52.52727320528249,69.48399804611347,56.507483944730865,65.42665054085604,36.93412276798596,58.90204268552876,71.51440671762597,54.646928585944835,72.47931267469438,45.135165910789866,77.36844432273676,94.05620835889765,40.542944134124575,77.52690615637536,94.088854645942,31.83678235226452,89.64039504527484,93.72510470165325,56.19569642661214,118.13512524540637,98.06943231649515,66.65426206067292,115.23185643360905,81.02826982895905,65.29029992799167,115.34807569173549,67.02060371472697,47.15933288786874,133.05971403059695,67.034976686195,35.18445778522302,103.93609823929087,44.90636935466974,40.661658731035914,73.98723091112282,22.485597561860363,58.73557079635366,56.784596253081176,50.00613427238477,70.77857528985946,38.279790860396716,53.68097611243617,75.80320546835398,45.07129476864834,67.65011465602949,67.70738342845772,55.40654185434266,86.70480190276743,35.37798219285888,74.46799350948574,91.35594102749482,36.08972763725915,96.39733518582383,97.91892371396791,43.83215844473892,116.8674928283676,76.50590882873749,74.76424985853312,42.79669018428074,34.25066363189503,3.9975346123243627
1,70.58470446930599,72.6858125657346,41.243189463009806,75.94822035736792,50.886243727491134,36.04977908500814,76.56448477181445,47.990696355208655,42.26059444353472,106.27873986070489,50.85147933727318,42.64986479482266,88.44632816119602,42.07938533197584,20.68478012496095,61.10446065235461,35.67517721850834,27.593713487551003,64.97953258584317,60.02885017499021,39.69620222027895,34.06368067235545,36.12191981360529,39.604416051263726,40.990840084356165,47.053622846122956,44.80884674436143,40.79295403982648,54.36321130754952,15.600793859288498,24.913170863414525,60.70442668497602,18.784471070667884,53.444258667071864,59.3854447140251,23.415388010314665,62.54180576886986,70.3271499134015,27.561698807913828,81.238097224326,55.724996954847285,54.960466704322045,102.6759287786176,53.598747820609574,36.58515061296844,85.16711358922862,42.848288816971106,32.40813097952106,76.17063730850325,38.624090839768776,25.715240382390192,64.12235132812586,50.07206426144802,33.57843665307033,50.255893649850506,14.268876709018455,26.433224992626283,43.039480280487645,37.04487725105606,52.14498139366198,36.531513795098064,25.067370755160958,45.22739724684975,31.97390624305263,42.95574227328843,29.159345993415236,41.391826537291855,64.20490145026855,27.703417764253267,43.94051629340769,62.42183882391154,26.125155092114433,72.94933727107804,55.63343792602092,31.447096636750153,70.37092729200157,56.185168997068104,45.58481139067235,110.90969061797433,60.93007866600705,42.854117299561665,93.87766822690739,40.88826414586682,35.72950197121043,75.13642338791531,39.70076644133399,28.90358096579992,62.308570643769976,31.919370447290465,34.446897815545746,63.2387206519368,23.994195468905907,27.621504906741784,41.57586952137019,48.70634844266255,57.96419912866982,40.259998987852576,43.04044990322224,33.45347208359724,33.93937449548789,30.53005650634307,34.13768732948941,32.39170492036292,56.98493119268507,28.460700157581083,35.34256019394461,56.61330695300076,26.61674812508382,43.265524252646216,71.07486282782516,31.31220078077935,68.55234610371086,55.56743276368626,43.91726537858857,92.27198689531284,54.57540514279448,42.20799327277926,89.76193219055936,50.771095431447606,31.51220935803772,71.25061116495824,44.89513927803914,30.028409500799775,74.74930488289301,21.95242447161378,27.07288983446387,62.26717029679328,26.530988363024854,30.89094032813899,34.97192301261737,27.755233238772295,50.563598133331716,34.65724510638694,32.74246386408845,47.009796005991916,29.789085434212442,60.8548311218527,39.92557061273667,21.69029106862535,58.73315036221723,28.70856997021534,47.38837097811149,51.820527036467496,19.95682685314119,64.02184176318721,71.59829172589357,31.68731165852109,83.84800805613382,78.88484824724894,49.64976051147178,25.331590908145802,26.381758787022804,2.27512867856424
2,80.50978129746619,93.1763795441568,47.35372667407271,120.62163390156564,96.07855294453421,65.60169483210198,140.48989708047299,83.39893946646544,68.87888356118623,126.4075341141747,77.62948131429037,64.60547867434842,120.88214579436679,60.47019467835142,37.9064576597298,111.61849128382256,47.54055704125037,46.52486597884425,87.32327367001058,61.80699467017679,53.340922565010835,74.71069727419953,50.35556589814123,74.34435256325828,44.21043690060582,53.225637963663914,73.58436052400003,53.092334167449145,84.64118291531808,53.31761394261591,47.05006985777935,92.44501053762158,31.09498936687349,73.94110354513728,106.94584363105402,35.60272222287272,84.49140395639289,95.03453395217007,61.255356190873854,102.87131389501411,100.22761432095233,72.69183245556823,144.08447572047942,71.21892247773553,64.82297948405649,141.45498369438664,76.03349815073604,50.26723331582063,107.0408483207276,55.419383910498105,26.83205022785304,104.5345256061988,36.26528877359834,45.8833216023373,99.25103779706407,51.861707521782975,57.6374665090439,53.434751742323556,32.62470181777366,66.60241451843642,57.14910113170801,41.37952344001715,68.62568795972808,50.27146532433708,72.66125853386507,39.295890178784546,42.450852055557704,87.41249823292868,34.297001874189945,65.3131859720006,100.18133186920917,45.22396269563121,66.3016310929755,101.85769356944188,58.210369407947454,126.7065758897651,104.23041031254051,69.40908478707117,121.87037423011054,88.44366177721376,67.33657189287793,138.84084338268005,68.70305131188296,57.099517725744974,131.099712736834,56.09228665019568,35.52897821113992,122.58106860509778,44.84798290584411,27.229129673276375,82.86877451025282,45.964724485024625,52.28389030952368,67.43958370973345,38.32698546920852,69.843597407201,55.033409862622214,59.408553165002495,74.16094755347571,52.32632020394396,69.07013880876977,43.67391058459096,60.98586122056616,85.04679941341368,36.479821011137695,60.62753912870553,94.64692558886878,36.76546692191568,80.55953414623406,76.30387262668029,45.7135737184843,122.60337438657956,85.20679075978617,70.3509210942273,104.5905399723583,81.9726888376036,71.90908963435841,146.50303567434418,69.31756719704133,50.57693129938082,121.93805690131664,58.75629004852844,49.54784450217526,108.95663243419509,49.524538740394995,35.30112880524441,80.37838256807682,55.73077087311033,49.640984323422956,64.91940157910066,49.605420266525364,64.57085335687592,62.153700096286094,54.17698591079933,62.531887004956666,51.30953530427956,56.968459083122816,48.966932188163824,54.36918267448088,71.89299722597946,28.612755635051336,66.29008649577615,96.70107578890514,36.068091906966664,72.74570885455745,104.4055639500899,52.66592916571273,100.56089158892044,104.74810928444899,53.72806650444274,39.35428171709357,36.820878080697035,3.8006819757925134
3,70.22225392064544,56.73298421804313,32.949400723925265,71.5965984967007,57.04109492782607,52.1891874608913,81.15711222699326,61.31023784174888,42.53345168977833,93.40552179276504,50.5480600569048,22.67679470586519,90.94188532279856,29.993895118288265,18.780662040452576,67.41486751750371,32.22083798288058,13.604428379801863,52.41772078844039,35.09904858441791,32.79646101268445,40.88141042464896,18.0709372904758,45.09241420304494,9.96578652009305,42.161218615716145,55.040527801559335,13.936040975458075,41.23973248434298,36.8671061595173,46.653740841894134,59.831897383888105,23.514576733103805,60.081604531178215,55.5491923200326,29.805613393057925,55.6855427993234,49.55443670905976,21.638730062884996,78.48544862416665,48.63492606930743,46.39559127655903,86.47930976776085,55.6517876084339,49.607095091229446,118.05266287688318,48.61850256968163,26.034024442253294,94.56255733667128,30.579804075841423,31.691704165198583,71.44070307880132,36.534919209665766,26.860158350923488,48.62049878888294,15.795791099291916,32.4138144335275,27.567464193589693,30.897541150268236,48.778595124545326,35.01963452612112,28.126207478577022,58.60606107473401,21.52444414460056,41.32603369349247,35.99673944728329,18.76246107147214,55.646297405674126,26.318503423759026,37.16619855374009,54.77195865010109,22.073014508715513,47.360423158743224,60.91704916053731,29.80647570014355,89.59129534433464,69.70560804608824,49.96391882717312,92.18320579182,50.651973078957646,39.84540097245443,87.18412837916462,53.226259452430895,35.33493934024868,98.16624961122577,28.77668223941575,21.963235225366308,73.49356207008518,35.664612962769034,27.703058860435352,49.56306118160462,40.620500562706795,36.90751454865395,58.863168168861996,11.653023538428453,51.207143593455015,38.37409860429551,31.439175032912836,41.92180553477917,18.715490054179032,51.15729957335409,33.28629230517207,31.081611386612817,53.6427449467989,18.95659761126315,34.875744862317816,64.6244325593432,22.163420345500324,44.347905885243804,59.16161202064935,37.16934487520141,81.98165446892537,62.34798387215594,49.523835627779725,102.46097462702676,54.02169015200622,39.448911982841906,73.27817905413937,55.88297904918825,40.12317743756633,88.9965005892312,39.84970382308637,32.9630070587867,66.21345330239082,34.127000836048424,27.309789325299157,53.30464935724025,25.792935868463857,46.16631679228069,37.70798815377673,27.525329746866813,40.33916873328617,24.34509047065076,34.35387157411968,37.513975708039155,29.573167876891866,49.69633969493614,24.233220423506623,24.675497003338464,51.89923218858068,33.805445774892135,46.33649565396377,63.97346442754404,28.755373844081337,57.6735221003958,80.59669990353942,34.572033891469566,70.33039852494484,68.62426319982629,46.66171568582653,18.996514799773674,36.18243747849496,2.9300137271270863
4,69.63265456744483,40.36510698094091,27.34948401064273,70.66651916822293,44.98459151861487,37.55168444816026,76.41445780932709,39.80024054078036,32.32985837367195,82.1376942262608,43.07842909077804,31.691515562774743,76.74828676523421,35.99590006170237,12.335121490427008,53.36622869603799,25.949347124240127,25.423861338141972,38.39656680408707,24.706485456942332,43.12005530309015,57.72654490780541,32.210035358672336,44.36609213097419,31.21502284372198,40.34295296932056,37.245656331046284,26.90646361683901,30.836502576789165,34.24823550504118,28.4739126841083,46.325339693115815,31.835880077280226,46.66899646272755,54.352993556811356,31.535647217851796,77.1979293994589,60.87464819277608,25.064063679870202,70.003299648683,48.728375001927674,43.122320989709834,68.36497917635218,48.506698058230505,39.111933711794705,76.38251899421063,41.68868378188452,35.926170516732576,84.95581211155027,28.041401120678408,24.414363129185602,58.93576696347508,22.161396071635963,7.894350949378287,60.33348327238674,26.695475412140702,28.998532511469392,15.650890046781754,26.945156103321374,41.25189282959363,27.077393610206524,37.680982103719685,31.45435284926281,32.18690932584872,33.022744940507266,34.57274308844635,42.077444790427535,46.41501523994953,12.968587955922796,30.67352161613909,53.07598372768668,17.32204512178263,36.783368205778004,63.5030314852813,39.13448254745123,62.15642132868688,47.38640194357221,34.75787591903029,62.99165736202883,51.097683504220534,43.50434440742594,76.22616090583077,43.470858765970334,20.56516872179832,74.17931289318535,46.84833988979443,34.60056734687583,51.572322525585605,19.931202356768956,20.285357575361424,59.85540948319276,20.647642646102074,31.658535870936696,37.286124852918554,20.48907181343247,41.13476343150967,40.180788014723916,20.318928571807408,43.70594383820406,7.456456788081091,55.566310179769005,21.97153113133335,19.204267619216495,39.288457615386875,22.080660581264986,44.02495687304427,48.37926886767667,18.160066451596823,43.819912673831375,67.51825228654974,20.949267672780795,63.11841639710807,40.884855764609725,45.98327585298814,74.25283861506944,55.271280017278926,37.94750475061837,79.29908738265975,30.144619942933055,32.541733582925595,67.47018531216064,43.65071984059132,23.19175191865332,66.25663861232994,10.628895774892207,20.10356577202825,43.98558132973927,11.877753861036723,42.9367751510351,45.60106847403082,23.62853939154777,39.776954736441816,28.227749129840188,41.451743469736485,30.712828746155907,27.455875426997213,41.20114870057466,28.684322868150506,55.075457721573684,46.53474687988724,25.111105126957664,27.787219240562813,65.67806579983318,25.30825006250827,65.6968410724869,74.23403652775704,24.55992541767984,38.1702594071113,60.287770415425626,45.63743769628449,15.303628686410322,30.266360335804816,1.5977205717486542
5,101.92764254774904,107.2598886397458,59.32884420517956,134.03959693235439,102.38833031595405,77.62367396072676,155.4115866235106,92.83820948011099,86.82527587825055,161.8830465860641,83.07459669117439,66.60540578045935,160.11353642621862,69.59727943988543,55.54804702398306,138.5768399677838,68.68669907307931,47.97137218152263,108.78189553012018,44.108215043007576,60.35830429797912,77.4409139387904,64.15727431837936,84.10423959998995,42.464850969839326,66.01165082578918,87.21253209933356,56.39122956024376,82.95636611304919,67.43694992988569,61.151337176630335,104.37914593827685,47.51144725621063,80.85835942533056,101.4396802774722,50.867851207101765,91.4226089796327,117.66838218109179,69.5298303853755,119.42705301821213,111.75307411567503,88.85326456206128,159.83725770400142,102.92020011300923,84.45256994137398,155.88959056818717,85.66542494153123,61.51134836080041,156.12073614439865,87.36596269888047,45.348085188166806,130.52080218359933,51.18077525655617,51.706856868616995,104.48765613279325,47.84707172890336,57.61244281677805,87.52540911313687,51.297570919168564,82.7723504690735,53.91401302282547,63.27974462631123,78.20027774187194,53.056255138327735,78.25297877181649,62.686525780310404,54.45170741794877,108.49272224980439,52.13851424521066,73.79760877905363,121.78549043388941,45.61439747768623,101.09837350314939,110.04313386162357,62.79267613163835,132.45895613863192,103.76261186513675,72.40117376995661,144.51824295403765,102.75191445203525,85.03783201199943,168.84270336248892,78.93429143602089,66.38696192954797,140.35965614847737,72.7870161216374,57.44733140939963,128.36890198068116,57.90607929737709,42.621133659848844,99.79278415509417,39.96909444894005,63.828958808685016,92.61234989691424,68.66273674120717,82.05661271810062,61.04000807011501,82.0905829643574,90.025030294417,62.41349276360425,78.44976626639358,61.94228364837972,44.21885657462951,95.87897752145616,46.14193222418888,80.81307371206944,112.70837957576984,48.11518212786608,113.08640269407013,117.28475853151558,63.6337115816396,131.06045831504895,115.68981063135325,77.88170892853292,159.96053292132586,115.06222631107488,81.724850573226,151.11225760575,81.93649797031632,68.95584734186022,163.39920357252817,61.337183623285625,38.30871127310048,153.22659965848743,45.248141306450535,45.265621114448024,100.56170913343927,46.24760704938255,58.3133319530664,73.68754583936919,56.0176793475763,87.73059038938513,73.60830507617628,82.08002448773551,71.4211891871335,67.89076882622503,79.2111853979793,59.160525759071916,53.845860033466444,100.77089361405511,46.73107431995405,73.94070288241826,110.29007328138857,53.860947244972884,101.37224864923068,124.11625039920405,62.11955527626351,116.7931133119519,130.6369158569596,77.22911345567688,58.62010753397068,40.61374476408017,3.386993436062928
6,72.84874546637653,75.9756714598289,46.363705884488155,92.8260666415249,74.16233563804285,50.64733045118572,106.31666839885976,62.85084719642354,56.909005531641625,112.64901142567251,48.52186793821694,45.05638056321504,92.87400872003565,41.02897315654678,17.13713834747584,71.48339136162426,32.62213704829395,22.91352304111697,65.21647911608724,52.397401314267114,30.446588103127315,56.10446161241096,35.66762834852035,63.3221536408507,25.354029924533986,47.33465860677009,50.67937947304594,49.782560594065885,67.34290641873648,50.5024045493,46.605513121345965,56.03371366941512,18.5254138340785,47.70611490506188,70.63264019193166,24.886516970039242,59.2536628150545,70.8451312776325,44.62041872209598,76.26176683783223,69.64225076272125,52.387378652230005,95.84019864259284,61.6121672762687,54.50889038255067,97.24954715144686,47.23488901029182,32.29457986874064,104.60316405741756,44.69883065743158,36.583948474604,79.52321936593235,27.347390844750098,32.985224091874144,71.41740022528184,41.09225295805561,42.22718230444898,49.482537747626516,40.83493151731573,47.19806933917904,40.32332130771325,39.187845846546374,53.25453179130557,30.880626703619633,49.53003912434265,38.06848939753922,44.703783146238735,65.24834751199458,18.42018025710385,56.99718739227591,63.94299580173869,28.020590407001453,70.96167237738834,87.49446132416259,38.87704688216498,89.02812092045372,73.19476415612229,57.68614008492064,85.65444872916078,66.19036822427799,37.90517237178467,102.77603080784017,58.541466338191825,41.228628244628375,107.59015417946665,38.49984218489795,21.389719228696116,87.86702331915363,44.5605329183571,30.238467570503683,56.055207091151765,34.09745798930717,42.06310960496393,49.274121492884376,43.44961683206955,50.79066236288874,41.376407117139664,41.55192336491183,56.15548977453643,25.607195890600373,63.62813150918304,32.342832916901926,24.04391576650903,66.2550120294069,34.9694502190206,46.61080790500992,87.79141452000485,24.07465432016555,58.95405803948987,70.04244739650578,30.48203736856076,82.81008733505892,71.96775349531414,49.67735520267103,79.18409002962838,54.79165303824735,38.740785889590015,105.19058380411194,48.855519794963826,41.34247262497743,88.75208615165772,48.08504076024173,26.767624861849043,92.91050001577233,44.883048564394954,35.725249045586565,63.59339372120317,56.90127387334924,43.710974534542096,49.517896125530356,35.07542181109313,42.95975300254181,35.8962789467734,35.66984111629368,46.28140607896262,26.299594158580735,59.11651177835149,42.94141579470538,62.34942235646909,54.021645249198066,33.40560157724065,44.81312480930234,74.84557743080205,35.65813300665168,76.5975973438235,68.98057460153062,47.10448498333221,72.01668818832465,72.02411808963132,50.77459536418244,27.30223126084855,29.66784742870882,2.513422914926445
7,64.98922380917402,72.92054007223726,30.90511043468186,75.77393983057534,62.471199589114406,47.94618891019017,87.31663634830124,69.1380183492771,39.30978290380519,99.06423834602897,47.75312485555801,33.10697130015639,88.20831757147266,40.77938688862465,28.035110059268156,83.81635319687177,31.670856893371152,16.558456053222912,60.384796138686966,30.720613350538134,39.35802559162607,46.6803233579905,24.285230792480498,47.19610907975433,14.713058320824853,28.254368200097947,50.628875599817306,39.75925771691121,61.70961005761801,38.05866196825165,38.15994992512585,51.356673056237526,34.30126103425599,55.874072553426096,56.92056882034389,26.867765470300366,32.22940815783589,50.08403722492035,34.13874391711215,97.37369947252326,59.74001363447832,48.04772089150812,86.29296243184791,47.54764549552417,50.57372404753276,102.86977107703434,62.089690832909206,37.00833758581793,77.28979944214436,47.8533119755934,26.359968601636236,82.61769147534167,27.55022872622032,21.9044683275724,50.657806308036236,48.61546741264087,32.737771658557975,39.65628184787157,40.909555383574855,38.89830424251625,53.83537870481378,37.17612419278333,57.81139633243605,28.68915696225293,28.958323832829638,29.25199775151597,36.86939389794314,76.45990442351007,21.958987267637497,54.59464876171708,53.73512788188556,21.805974860997722,66.14878081949881,54.14796815809493,42.084723425530306,77.99414147615177,73.03227107207147,45.54423780356226,91.33846873806192,77.65038309349833,54.80038830935682,115.82209876204193,60.027752099902386,32.674233418400476,87.11267074306382,44.28604822127121,27.790383427755753,78.50094289186566,37.8134662209644,21.104336134854382,71.69850589984898,37.42330544012886,49.58607193050395,56.949230784409465,39.126860205936225,40.18834535913733,46.56536822174975,42.024306652607294,49.172860134676604,36.98328319017824,49.78717838343326,40.517838449456235,23.265016038841097,57.63161881958798,28.599213039121913,62.22828677784055,58.81999090506093,25.00469250114667,49.72850800958588,65.06575751881587,35.9362529654631,79.51630707710629,51.30805310243127,47.57680470518906,80.14610021320604,57.34564682842618,46.43192386354352,91.14655944372926,41.04484069461093,42.498451864633196,90.97648281643446,30.94606072312613,39.37955646396103,79.70352457921882,34.49458469686997,22.77146774436588,65.41116948212567,41.73199926064319,28.496359286389183,62.031084145416095,40.4019643356606,46.784243583206866,39.23040818128575,27.210770431866862,62.79219189924036,28.154414616979906,41.036544459255545,31.893129756045266,44.33593684902945,65.65853334668982,35.95111928707737,57.78867634407599,56.99180846768787,36.182623338871565,48.91588378840284,65.51409293377387,33.39364771361568,82.46395312321452,69.25212440819078,50.72783434842604,30.80211065597223,23.5896280920123,2.425428319037877
8,47.55803213127621,71.11299723957177,25.933703217479078,66.09429495194844,62.31864264829692,50.758004913069556,78.05993026833768,57.647978838111946,48.28055532808701,85.8733851824949,46.84025592102722,48.87158738857186,76.33516659187839,34.989051168190976,18.73175949406756,73.54186890947685,35.348590568509024,23.741833610064923,52.34764195457914,25.77421482976316,34.368450090650995,50.938099368124526,40.96723428301567,51.21961004720734,43.51670799520178,42.615314273817205,42.24074605271891,30.36833924010591,51.64941287396639,28.11324385073071,37.832342209132264,51.58054923120818,32.24245238482312,65.10292821599117,60.177669733595565,23.095696358489736,46.83979239102989,54.919104986470835,40.41135603414209,60.87260018675276,59.24437917650303,49.85658382226783,90.87555007173361,47.344926380810534,45.10405057410077,107.31416581461224,57.35720809242418,34.093612745577374,81.32058544457766,38.47207274852005,22.646207696078292,90.4756196217414,33.0007901854448,24.904437761437173,59.53016214757796,27.481740261021358,40.31809633280961,37.1154958993415,33.21744368153261,40.50475233115707,23.299154968944208,57.78680731062945,45.93646719876928,35.5770483286894,44.451537692574504,28.42770640659299,24.05648817749426,50.43422943398094,19.030959135803965,44.73713714740253,66.30605269355105,24.80996255112334,74.40047521348397,44.21665838678745,23.378546926022832,70.13947727084013,62.580161925594986,57.64674511721088,97.06566581040387,52.663830485317696,38.125033688053136,75.70330254220052,38.914153839425694,34.89896389984652,78.58648005079688,42.129847586260006,32.00490286495831,59.13584093740465,32.0687196526877,19.818164501554115,59.2957925193767,14.86364121986779,21.323313038517483,51.725150516898154,26.464576135581844,42.61371885676652,33.957949731383124,14.961616582226164,40.034471137057864,41.55341307952305,49.19881448078248,21.481253924233794,25.71428644902994,57.90392905918216,26.704935889490297,46.17779625662297,55.72225247963814,26.238159707454813,53.29113172350446,68.74330914907237,41.99345370301593,76.82404705379034,51.80851866133536,38.55845922439222,88.96293152608911,47.90539750418099,35.68857449883251,93.6726970393052,50.190183682775,32.69915647750639,73.21962768160884,32.55845218406443,24.465540580002532,64.30982018168822,31.13555665550183,30.523694151976038,51.52294787773119,24.773720260410787,43.60290300581676,41.53556124106635,28.34936305472787,52.57026822095862,34.07794289738557,35.12999249612801,46.94265541887059,36.36380369838829,41.19860590996904,39.9364904968107,24.72509186192887,58.057131426541844,21.15263592544204,27.914175742714754,57.04507973627594,26.005967688908584,80.12325659171093,64.54790116597218,27.991754140058973,61.89275099302948,56.23865417931233,45.65950579883578,26.397770913600567,29.096706746730142,2.222802325288958
9,59.37962998111319,53.952466181391586,36.19482878193042,69.44578649260431,65.17420715246487,54.4690755146751,85.64824175452854,50.34438637401667,57.252973128222585,74.24753951157352,42.5544278296662,47.456542422566585,74.08529831077296,42.702393193017954,32.2088235097874,85.10314108516965,41.49628360035386,31.103001281097313,51.91025881486637,29.409773416178655,38.642682657955284,33.39029137661585,34.06068312967649,49.88658225626767,38.52349203855405,51.62920060005911,41.909301501296646,41.09664234892013,48.709386719572805,30.178327662214357,40.34649761993185,76.36870643779446,24.938379381762825,53.81987806149339,66.50078070349609,23.937518391078967,50.911250718885704,50.24101969179181,32.36815266678454,58.880895338306956,68.00343650728,49.39474048400814,98.81477521543432,58.604508603413535,50.948247050690924,84.49200401844912,57.10138331632625,35.617962280499306,81.293108531329,43.39693185313689,33.823806612560126,86.38094342421597,30.482371157014587,18.108491441427514,64.04150169858693,19.445214911975235,33.925564207069876,48.41827892425135,29.917832970596567,40.915481875651004,54.80698796229203,31.20731740930281,34.01719609682948,22.804418498488733,42.13917368522647,34.591436847692,42.43536579409354,60.26386875971617,24.228141075928853,44.42953245240604,75.33593957325498,34.03932458568131,61.16512439321288,67.4844940036222,38.872391070076844,88.38368626985074,52.409639042162254,39.07129485329263,88.87979625877571,59.112062870112425,56.34097119727297,93.10176319736681,56.35641317682947,42.41372313590033,94.5265120689775,33.13321780842217,28.45121234704025,69.44947471029654,30.517881695501437,23.59972153312955,50.087104931190325,29.35710636012374,29.33088554240726,33.411309263224936,25.310832524226846,42.98317514284152,13.493398619521198,43.19772451372806,51.74890751749298,49.801672101693384,45.815776094802025,46.39503879835581,22.124880856064365,58.91150107560754,34.21808729586167,41.64686496757752,54.876766116026936,22.025529595510893,55.71106860569109,60.827455362451076,28.369816363014113,76.17306898381638,67.75575440106591,46.06173328073506,91.95881082127241,52.572576307617204,34.60577960589076,96.32353729046794,60.59907209353154,37.02652724785694,77.97066431019007,34.814391558060386,24.073010608436526,71.42778486786138,33.3874968348999,22.162407115019043,61.30500110946334,36.70032745727488,25.5193025591474,41.3724899415998,20.24309316542051,48.29801643868612,49.230420273481144,23.925010547130967,42.020210761296404,34.149350318672674,34.57811076710352,28.068019948486445,40.50574237377931,65.65591435176871,7.725052846538684,50.488213890109364,57.56183837130416,24.79353669592472,70.21394017943355,84.79271605038437,45.72103054276663,74.90921759276243,57.46272274918465,55.18397108655504,22.886626518798543,29.149575742685474,2.668287686521878
